next month the superintendent of boston public schools is expected to put thumbs up or thumbs down on a proposal to establish school-based health clinics	0 1 0 1 0 1 1 0 0 1 0 0 1 1 1 1 1 0 0 1 0 1 1 1 0
he wo know until after a board meeting next week just how long the union can wait	1 0 1 0 1 0 1 0 1 1 0 1 1 0 1 0 1
attorneys for the couple say they are considering an appeal	1 0 0 1 1 0 0 1 0 1
are also expected to multiply if superintendent of schools laval wilson goes along with the idea next month	0 1 1 0 1 0 1 0 0 0 1 0 1 0 0 0 0 1
next week some inmates released early from the hampton county jail in springfield	1 1 0 1 0 1 0 0 1 1 0 0 1
that her mother helped her get at a local hospital	0 0 1 0 0 0 1 0 1 1
now consumers rule the pace of industrial design is quickening aided by computer modeling and new materials the newest wave of products capitalizing on consumer environmental concerns	1 1 1 0 1 0 1 1 0 1 1 1 1 1 0 0 1 0 1 0 0 1 1 1 1 1 1
so the pequots want to run the same games for higher stakes on the reservation	0 0 1 0 0 0 0 1 0 0 0 1 0 0 1
phillips developed a special <UNK> <UNK> for <UNK> men	1 1 0 1 1 1 0 1 1
financial problems in massachusetts may affect future traffic problems in boston	1 1 0 1 1 0 1 1 0 0 1
but a new application of the technology is about to be tried out in massachusetts to ease crowded jail conditions	0 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 1 1 1 0
the problem said flynn is that there are enough financial and human resources	0 1 0 1 0 0 0 1 0 1 0 1 1
while they do say breathalizers are one hundred percent accurate they do say they are extremely reliable and if they err at all it on the conservative side the side favorable to the driver	0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 1
margo melnicove reports	1 1 1
massachusetts got tough on drunken drivers years ago	1 0 1 0 1 0 1 0
they are sixteen or seventeen years old	0 0 1 0 1 0 1
kassler says unlike the federal supreme court there no litmus test on particular issues that massachusetts high court nominees must pass	1 0 1 0 1 0 1 0 1 1 1 0 1 1 0 1 1 0 0 0 1
admirers give hennessy much of the credit for sweeping court reform that began a decade ago and for last year legislative approval of thirty five new judgeships	1 0 1 0 0 0 1 0 1 1 0 0 1 0 1 0 1 0 1 0 0 1 0 1 0 0 1
wanted chief justice of the massachusetts supreme court in april the sjc current leader edward hennessy	1 1 1 0 0 1 1 1 0 1 0 0 1 0 0 1
most county jail inmates did not commit violent crimes theyre in jail for such things as bad checks or stealing	0 1 1 0 0 1 0 1 1 0 0 1 0 0 1 0 0 1 0 1
but times have changed she says	0 1 0 1 0 1
losing one license under the per se clause is not a criminal offense	1 0 1 0 0 0 1 0 0 1 0 1 1
it may be the most important appointment governor michael dukakis makes	0 1 0 0 1 1 1 0 1 1 1
before theyve even been tried in court	1 0 1 0 1 0 1
to ease crowded jail conditions	0 1 1 1 0
and singapore and taiwan are actively recruiting them	0 1 0 1 0 1 1 0
a <UNK> <UNK> of the debate <UNK> on the question of who a political insider whose an outsider and why it makes any difference bu president silber repeatedly touted his outsider <UNK> saying it beacon hill insiders who caused the current fiscal crisis	0 1 1 0 0 1 1 1 0 1 0 1 0 1 1 0 0 1 0 1 0 0 0 1 1 0 1 1 1 1 1 0 1 0 1 0 1 0 1 0 1 1 1
that was the case during digital development of its three twenty video text terminal	1 0 0 1 1 1 1 0 0 1 0 1 1 0
to be tried as adults	0 0 1 0 1
is to overcome access barriers	0 0 1 1 1
that jonathan rinus one of the hill version producers	1 1 1 0 0 0 1 0 1
consumer complaints	1 1
another globe article reported that people in line at the wang center thought they were buying tickets for webber show	1 1 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0
but when asked if the state should reconsider its policy against giving sterile needles to i-v drug users public health commissioner david mulligan says no	0 0 1 0 0 1 0 1 0 1 0 1 1 1 0 1 1 0 1 1 0 1 1 0 1
more than half of america teenagers have had sexual intercourse by the time theyre seventeen	1 0 1 0 0 1 0 0 1 1 0 0 1 0 1
what going to make the difference this time around	0 1 0 1 0 1 1 0 0
called on president bush to sign the convention on the rights of the child	1 0 1 1 0 1 0 1 0 0 1 0 0 1
but three month history of the fdc has already shown what internal <UNK> the group must clear before it can present a united	0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 1 0 0 1 0 0
based on the prep school <UNK> of <UNK> <UNK> all day study hall at night sports and <UNK> <UNK> on	1 0 0 1 0 1 0 1 1 0 1 1 0 0 1 1 0 1 0 0
kids do have sex because contraceptives are or are not available according to prothro-stith and while she does not condone sexual activity among teens she thinks medically it unfair to deny access to contraceptives to some	1 1 0 1 0 1 1 1 0 1 1 1 0 1 0 1 0 0 0 1 1 1 0 1 1 0 1 0 1 0 0 1 0 1 0 1
the plan was endorsed last fall by the adolescent issues task force set up by the superintendent of schools	0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1
the charges include conspiracy to commit larceny tax law violations and conflict of interest	0 1 1 1 0 0 1 1 0 1 0 1 0 1
she says there are public spirited citizens who would buy the bonds but never cash them in effectively making a charitable gift to state coffers	0 1 0 0 1 1 1 0 0 1 0 0 0 1 1 1 0 1 1 0 1 1 0 1 1
and now the state wants to encroach on building sites that are high and dry	0 1 0 1 1 0 1 0 1 1 1 0 1 0 1
next month the superintendent of boston public schools is expected to put thumbs up or thumbs down	1 1 0 1 0 1 1 1 0 1 0 1 1 1 0 1 1
consumers are referred to several body shops that will do the work for that amount but are free to shop around	1 0 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1
but nearly eighty bch mattapan and long island hospital workers	0 1 1 1 1 0 0 1 1 1
but first the trustees will review scholarship candidates	0 1 0 1 0 0 1 1
this last young mother-to-be is luckier than many	1 1 0 1 0 1 0 1
the author of more than eight hundred state supreme court opinions hennessy is widely respected for his legal scholarship and his administrative abilities	0 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 0 0 1
he says property owners already have their hands tied	1 1 1 0 1 0 0 1 1
according to the <UNK> agents were able to record <UNK> a patriarca family <UNK> ceremony in <UNK> massachusetts last	1 0 0 1 1 0 1 0 1 1 0 1 0 1 1 0 1 1 0
cambridge <UNK> doctor guy seymour	1 1 0 1 1
moore <UNK> a support group get off the ground for parents like	1 1 0 1 0 0 1 0 1 0 1 1
the panel is taking testimony today on how to fund the program	0 1 0 1 1 1 0 1 0 1 0 0
the smithsonian the <UNK> of the <UNK> of denghausen estate	0 1 0 1 0 0 1 0 1 0
two thousand high tech firms now call massachusetts home half did exist just ten years ago many following in digital and prime footsteps setting up corporate headquarters along route one twenty-eight america high tech highway	1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1
whether or not the ban becomes permanent under a new law altman says the change will be challenged in court	1 0 0 0 1 0 1 1 0 0 1 1 1 0 1 0 0 1 0 1
the boston school committee religious and community leaders	0 1 1 0 1 0 1 0
if one had existed in their schools they say they would have used it for someone to talk to about sex	0 1 1 1 0 1 0 1 1 1 1 0 1 0 1 1 0 1 0 0 1
and returned to northfield mount herman	0 1 0 1 0 1
those people will register as having more alcohol in their blood than they actually do	1 0 0 1 0 0 1 0 0 0 1 0 0 1 1
as wbur margo melnicove reports hennessy will be a hard act to follow	0 1 1 1 0 1 0 0 0 1 0 0 1
advocates of dispensing contraceptives in schools	1 0 1 1 0 1
and that he once <UNK> a male prostitute as his <UNK> and driver initially <UNK> many constituents according to <UNK> <UNK> but the director of frank district offices	0 0 0 1 1 0 1 1 0 0 1 0 1 1 1 1 1 1 0 1 1 0 0 1 0 1 1 1
digital recently announced a big drop in profits four thousand technicians are being retrained for sales	1 1 0 0 1 1 0 1 0 1 1 0 0 1 0 1
they say the per se clause will get those people off the road sooner	1 0 0 0 1 0 0 1 1 0 1 0 1 1
and in a <UNK> city he says one <UNK> a <UNK> deal of violence	0 1 0 1 0 0 1 0 0 0 1 1 0 1
problems in the massachusetts computer industry make it ripe for rumors and predictions of gloom and doom	1 0 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1
two are from boston one is from out of town	1 0 0 1 1 0 0 0 0 1
the issue he says should not be <UNK> by politics and who <UNK> what property but should be based on	0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0
and allegations of police misconduct	0 1 0 1 1
in a study of seventy two ballot issues in massachusetts and three other states boston university political science professor betty zisk found that eighty eight percent of the battles were won by the side that spent the most money	0 0 1 0 1 1 0 0 0 1 0 1 1 0 1 1 0 0 1 0 1 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 1 1
ballaga says in fact she taught him	1 0 0 1 1 0 1
and the frank campaign has received seventeen hundred dollars in <UNK> <UNK> with another three thousand dollars pledged	0 0 1 1 0 0 1 0 1 0 1 1 0 0 1 0 1 1
rinus san francisco based theater in the square mounted a ten month production of hill phantom late last year	1 1 1 0 1 0 0 1 0 0 1 1 0 0 1 1 0 0 1
weld supports the clt tax roll back petition unlike those who endorsed him yesterday who are working to defeat question three	1 1 0 1 0 1 0 0 1 1 0 1 0 1 0 0 1 0 1 1 0
and <UNK> on another review of expansion plans for the <UNK> <UNK> <UNK> area	0 1 0 1 1 0 1 0 0 0 1 0 1 0
that should not alarm civil libertarians	0 0 1 0 1 1
despite the state massive budget deficit hennessy recently urged colleagues in the bar association not to retreat from these hard won gains	1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 0 1 0 1
the author of more than eight hundred state supreme court opinions hennessy is widely respected for his legal scholarship and his administrative abilities	0 1 0 1 0 1 1 1 0 0 1 1 0 1 1 0 0 1 1 1 0 0 1
could be saved by expanding immunization and nutrition programs	1 0 1 0 1 1 0 1 0
these three young woman like the idea of school based health clinics if one had existed in their schools they say they would have used it for someone to talk to about sex	1 1 0 1 1 0 0 0 1 0 1 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1
some people blame the dukakis administration for it budget bungling and cuts in local aid others the legislature for its failure to approve new taxes but many teachers and parents blame mayor flynn	1 0 1 0 1 1 0 1 1 1 0 1 0 0 1 1 0 1 0 1 1 0 1 0 1 0 1 1 0 1 1 1 1
wbur bruce gellerman took an advance copy of sensor out for a test shave and files this report	1 1 1 0 0 1 1 0 0 1 0 0 1 1 0 1 1 0
the plan would allow parents to send their children to schools in another district if space is available	0 1 1 1 1 0 1 0 1 0 1 1 1 1 0 1 0 1
kids do have sex because contraceptives are or are not available according to prothro-stith and while she does not condone sexual activity among teens she thinks medically it unfair to deny access to contraceptives to some because others object to their availability in schools on religious grounds	1 0 0 1 1 1 1 0 0 1 1 1 0 1 0 1 0 0 1 1 1 1 0 1 1 0 1 0 1 0 1 1 0 1 0 1 1 1 0 0 0 1 0 1 0 1 1
ice is a smokable potent form of methamphetamine or speed	1 0 0 1 1 0 0 1 0 1
and three hundred million dollars to restore crumbling court houses	0 1 1 1 1 0 1 1 1 1
their goals <UNK> conflict with <UNK> and marketing efforts	0 1 1 1 0 1 0 1 1
but a new application of the technology is about to be tried out in massachusetts to ease crowded jail conditions	0 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 1 0
but henry willsey head of the state natural heritage and endangered species program says the measure would affect relatively few acres perhaps only seventy five hundred throughout the state	0 1 1 1 0 0 1 1 0 0 1 1 1 1 0 1 0 0 1 1 1 1 1 1 0 1 1 0 1
weld supporters touted several environmental protection cases	1 1 0 1 0 1 0
that governments must re-arrange priorities and resources to put children first not last on the list	0 1 1 1 1 0 1 0 0 1 1 0 1 0 0 1
they are sixteen or seventeen years old two are from boston one is from out of town	0 0 1 0 1 0 1 1 0 0 1 1 0 0 1 0 1
problems associated with the proposal to set up health clinics in schools	1 1 0 0 0 0 1 0 1 0 0 1
that battle actually began under harshbarger	1 1 1 1 0 1
meanwhile county sheriffs from across massachusetts took to the state house today to demand more money	1 1 1 0 1 1 1 0 0 1 0 1 0 1 0 1
ice wreaks havoc on the body causing increased blood pressure tremors acne and other physical damage	1 0 1 0 0 1 0 1 1 0 1 1 0 1 0 1
in a play on lloyd bentsen famous debate line from the nineteen eighty eight presidential race silber then said i knew harry truman and joe flood ai no harry truman	0 0 1 0 1 1 0 1 0 0 0 1 0 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1 1
wbur margo melnicove reports	1 1 1 0
for gang membership to approach four to six thousand	0 1 1 0 1 1 0 0 1
some say an wang the brilliant entrepreneur who founded wang laboratories should have relinquished control of the company long before he handed it over to his son	1 0 1 0 0 1 1 1 1 1 1 1 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0
chip ford says it may indeed get them off the road but it will do it at the expense of their civil rights	0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
all but one of the chief justices since eighteen ninety nine when oliver wendell holmes was appointed came from the ranks of sjc associate justices	1 0 1 0 0 0 1 0 1 1 1 0 1 1 1 0 0 0 0 0 1 0 1 1 1
state officials say about a quarter of all those arrested for drunken driving are repeat offenders	0 1 0 0 0 1 0 1 0 0 0 1 1 0 1 1
and in fact the state is not planning on putting more police on the road	1 0 1 0 1 0 1 1 0 0 0 1 0 0 1
willsey program has spent the last decade	1 1 1 1 0 0 1
prothrow-stith points out that if school-based clinics were established parental permission would be required for students to receive each service offered and that birth control would be only a part of the comprehensive program dealing with other adolescent issues like depression suicide	1 0 0 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 1 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 1 0 1 1
for wbur im margo melnicove	0 1 1 0 1
no one knows just how hard beijing new hard-line policy is or how long it will last but as chinese leaders celebrate their forty years in power forty thousand of their citizens look on from across the pacific a highly educated well organized critical mass	0 1 1 0 1 1 1 1 1 1 1 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 1 1 0 0 1 0 1 0 1 0 1 0 1 1 1 1 1 1
commentator jeff jacoby hopes that the case because he says a king candidacy	1 1 1 1 1 0 1 0 1 0 0 1 1
jim braudy	1 1
what going to make the difference this time around ralph henksen is chief of the social and behavioral science section at the boston university school of public health	0 1 0 1 0 1 1 0 1 0 1 0 1 0 0 1 0 1 1 1 0 0 1 1 1 0 1 1
and eating disorders	0 1 0
if he sticks with tradition dukakis is likely to elevate one of his appointees to chief	0 1 1 0 1 1 0 1 0 1 0 0 1 0 0 1
from <UNK> johnson	0 1 1
since nineteen sixty eight voter <UNK> <UNK> have <UNK> by more than six hundred percent	0 1 0 1 1 0 1 0 1 0 0 0 1 1 1
these part time <UNK> are the only health <UNK> in one hundred and sixty two small massachusetts communities so state workers often step in	1 1 0 1 0 0 1 1 0 0 0 1 0 0 1 0 1 1 0 1 0 1 0 1
the legislation came complete with a message from the governor to those seeking a little too much comfort and joy this holiday season and beyond	0 1 1 1 0 0 1 0 0 1 0 1 0 0 1 1 1 0 0 1 0 0 1 0 1
but <UNK> state representative <UNK> <UNK> says any increase is	0 1 0 1 1 1 1 1 1 0
during the past one hundred and fifty years seventy two species in massachusetts have become	1 0 1 0 1 0 1 1 1 1 1 0 1 1 1
on one side of the debate before the health care committee are those who claim that resident physicians need legal protection	0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 1 0 1 1
it would lower the state income tax rate to four and a quarter percent for eighteen months returning to tax payers the money currently being raised by a temporary tax increase	0 0 1 0 0 1 0 1 0 1 0 0 1 1 0 1 1 1 0 1 0 0 0 1 0 0 0 0 1 1 1
margo melnicove reports	1 1 1
he named republican edward hennessy to head the state supreme judicial court	0 0 1 0 1 0 1 0 1 1 1 1
dealing with other adolescent issues like depression suicide and eating disorders	1 0 1 1 1 0 1 1 0 1 1
are taking their toll on the industry	0 1 0 1 0 0 0
several constituents are planning petition drives on frank behalf saying he still can be an effective representative	1 1 0 1 1 0 0 1 1 1 1 1 1 1 0 1 1
but donaldson says what may have forced most metco critics out of the closet	0 1 1 0 1 0 0 1 0 0 1 0 0 1
the device is attached to a plastic wristband it looks like a watch it functions like an electronic probation officer	0 1 0 1 0 0 1 1 0 1 0 0 1 0 1 0 0 1 1 0
critics of the proposed law say the state ca afford it in these financially troubled times but willsey says the bill would be mostly funded by voluntary contributions on state income tax forms	1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 1 0 1 1 0 1 0 0 1 1 0 1 1 0 1 1 0 1
they say the per se clause will get those people off the road sooner	0 1 0 1 1 1 0 1 1 1 1 0 1 1
and the state may be hit with a series of costly	0 0 1 0 0 1 0 0 1 0 1
if one had existed in their schools they say they would have used it for someone to talk to about sex and for a safe place to get birth control	0 1 0 1 0 1 0 1 1 0 0 0 1 0 0 1 0 1 0 0 1 1 0 0 1 1 0 1 0 0
on safe sex education and condoms distribution	0 1 1 1 0 1 1
if the per se clause is tested in court the state says it will pass constitutional muster	0 0 0 0 1 1 0 0 1 0 1 0 0 0 1 1 1
the same amount says unicef that the worlds nations spend on weapons each day	0 1 1 0 1 0 0 1 1 0 0 1 1 1
usually the jnc refers three nominees to the governor his top choice is rated by bar associations	1 0 1 1 1 0 0 0 1 0 1 0 0 1 1 1 0
such supervision according to ash is a sensible cost effective alternative to incarceration that should not alarm civil libertarians	1 1 1 0 1 0 0 1 1 1 1 0 1 0 0 1 1 0 1
they also say female teachers who often defer to challenging male students may be poor role models for their female students	0 1 1 1 1 0 1 1 0 1 1 0 0 0 1 1 0 0 0 1 0
as for who should use computer programs in the first place he says for both very <UNK> and very <UNK> returns they <UNK> are worth the money	0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 1 1 0 1 0 0 0 1 0 0 1
they <UNK> the highest insurance rates in the nation and last january their <UNK> fees were raised a hundred and <UNK> percent	0 0 0 1 1 0 0 0 1 0 0 1 0 1 0 0 1 0 1 0 1 1
problems associated with the proposal to set up health clinics in schools are also expected to multiply if superintendent of schools laval wilson goes along with the idea next month	1 1 0 0 1 0 1 1 1 1 0 1 0 1 1 0 1 0 1 0 1 1 1 0 1 0 0 1 0 1
the clt proposal is the only one of the four that would result in a <UNK> loss of revenue	0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 1
when the contract was announced boston mayor ray flynn praised the reforms it promises but in the next breath he cautioned	0 0 1 0 1 1 0 1 1 1 0 1 0 1 0 0 0 1 0 0 1
even if harm to a fetus results	1 1 1 0 0 1 1
which he says could amount to more than three million dollars annually nearly one third of grafton total budget	0 1 0 0 1 0 1 0 1 1 1 1 0 1 1 0 0 1 1
rosenblatt expects electronic surveillance in parole situations to become more wide spread and he thinks eventually people will get used to the idea	1 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 0 0 1
and the bank is asking for one hundred twenty million dollars in refunds	0 0 1 0 1 1 0 1 1 1 1 0 1
ash says the ultimate goal	1 1 0 1 0
removed from it forever	1 0 0 1
she and the father of her child are married and are planning for the future and even though she been sexually active since she was twelve she avoided unwanted pregnancies by using birth control pills that her mother helped her get at a local hospital	1 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0 0 1 1 1 0 0 1 0 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 1
these claims are disputed by the head of the task force doctor deborah prothrow-stith she says since students do use existing services school-based clinics would be an alternative rather than a duplication	1 1 0 1 0 0 1 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 1 0 0 0 0 1 1 1 0 1
it may be the most important appointment governor michael dukakis makes during the remainder of his administration and one of the toughest	0 1 0 0 0 1 1 0 1 1 1 0 0 1 0 0 1 1 1 0 0 1
he says research into what deters the drunken driver shows that often those who drink and drive are risk takers	0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1 0 1 0
three of them are these students at saint margarets hospital alternative school for pregnant teens	0 1 1 0 0 1 0 1 0 1 1 0 0 1 1
merle goldman who <UNK> chinese history at boston university says there already evidence of a crackdown against <UNK> in china	1 1 0 1 1 1 0 1 1 0 0 1 0 0 0 1 1 1 0 1
have agreed repeatedly that frank serves them well as a champion of equal rights affordable housing the elderly and reduced defense spending	0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 1 0 1 0 1 1 1
the <UNK> <UNK> service center in <UNK> massachusetts wbur bruce gellerman reports	0 1 1 1 1 0 1 1 1 1 1 1
since then the city financial outlook has become even gloomier	1 1 0 1 1 1 0 1 0 1
for wbur im margo melnicove	0 1 0 1 1
ford and other opponents of the per se clause say it relies exclusively on the breath test and they say breathalizers are simply unreliable	1 0 1 0 0 0 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 0 1 1
the celtics are idle last night they bowed to milwaukee ninety eight to eighty six	0 1 0 1 1 1 0 1 0 1 1 1 0 1 1
if they vote no the sponsors must <UNK> more than <UNK> new <UNK> to secure a place on this year ballot	0 0 0 1 0 1 0 1 0 0 1 1 0 0 1 0 1 0 1 0 1
if it does use its federal allotment of four hundred and thirty million dollars it could go to another state	0 0 1 1 0 1 1 0 1 0 0 1 1 1 0 1 0 0 1 1
those on early release must check in with corrections officials fifty times a week according to ash who says about half the contacts for a select group will now be made by computerized phone calls	0 0 1 1 1 0 0 0 1 1 1 1 0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 1 0 1
the author of more than eight hundred state supreme court opinions hennessy is widely respected for his legal scholarship and his administrative abilities	0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1
even when theyre sober theyre more likely to run red lights and shun the seat belt	1 0 0 1 0 0 1 0 0 1 0 0 1 0 1 0
when a computerized call is made to a former prisoner home phone that person answers by plugging in the device	0 0 1 1 0 1 0 0 1 0 1 1 1 1 1 0 0 1 0 1
will now be made by the computerized phone calls	0 1 0 1 0 0 1 1 0
the boston bruins face-off against the buffalo sabers tonight at the garden a victory tonight would move the b onto the second round of the nhl play-offs the red sox and the celtics are off tonight	0 1 1 1 1 0 1 1 1 0 0 1 0 1 1 0 1 0 1 0 0 1 1 0 0 1 1 0 1 0 0 0 1 0 1 0
wbur andy caffrey reports	1 1 1 1
but doctor alonso plow boston city hospital deputy commissioner for public health says what most alarming	0 1 1 1 1 0 1 1 0 0 1 1 1 0 1 0
morgan stopped short of saying racism may underlie recent complaints about metco preferring instead to say that some people may be insensitive to the implications of race	1 0 1 0 0 1 0 0 1 1 0 1 1 1 0 0 0 1 0 0 0 1 0 0 1 0 1
the former us attorney has ended speculation about his future political plans	0 1 0 1 0 1 1 0 1 1 1 1
and it also may be illegal	0 0 1 0 1 1
under the old already tough law first time offenders used to lose their license for thirty days	0 0 1 1 0 1 1 0 0 1 0 1 0 1 0 1 1
waiting for its chance to return home	0 0 1 0 0 1 1
and of those only two hundred are hard core violent criminals	0 0 1 1 1 0 0 1 0 1 1
attorney general thornberg said never before has the government been able to prove this kind of ceremony exists	1 1 1 0 1 1 0 0 1 0 0 0 1 0 0 0 1 1
kills nearly seven thousand <UNK> more than six thousand at present rates almost one hundred and fifty million children will <UNK> during the nineteen	1 1 0 1 0 1 0 0 1 0 0 1 1 0 1 0 0 1 1 1 0 1 1 0
and will shed three thousand workers in coming months	0 0 1 1 1 0 0 1 1
faces charges of larceny conspiracy tax law violations and conflict of interest	1 1 0 1 1 1 0 1 0 1 0 1
ralph henksen is chief of the social and behavioral science section at boston university school of public health	1 1 0 1 0 0 1 0 1 1 0 0 1 1 1 0 1 1
his current term expires in june	0 1 1 1 0 1
wilson has been trying to negotiate a new <UNK> with the panel for weeks	1 0 0 1 0 1 0 0 1 0 0 1 0 1
this tough new law will mean fewer drunken drivers	0 1 1 0 0 1 1 1 1
and his administrative abilities	1 1 1 1
the state <UNK> lincoln for metco related costs but those funds face a five percent cut	0 1 1 0 0 0 0 1 0 1 0 0 0 1 0 1
for wbur im margo melnicove	0 1 1 0 1
but jay ash deputy superintendent of the hampton county jail in springfield says the surveillance system is not that sinister	0 1 1 1 1 0 0 1 0 0 0 1 1 0 1 1 1 1 1 1
and massachusetts governor michael dukakis tried to allay fears about his choose a school program today telling the legislature education committee that it could strengthen inner city schools	1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 1
has yet to give a name to his committee but he already set its goal to repeal what is the most controversial clause in the safe roads act the per se clause which allows someone to be punished for drinking and driving	0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1
because others object to their availability in schools on religious grounds	0 1 1 0 0 1 0 0 0 1 0
the description conjures up images of big brother watching	0 1 1 0 1 0 1 1 1
the first time they come to the clinic for condoms	0 1 0 0 1 0 0 1 0 1
the issue has already stirred heated debate in boston where it bound to surface again	0 1 0 1 0 1 1 0 1 0 0 1 0 1 1
according to prothro-stith and while she does not condone sexual activity among teens she thinks medically it unfair to deny access to contraceptives to some	1 0 1 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 1 0 1 0 1
that means paul leocos or ruth abrams the only woman on the court	1 0 1 1 1 0 1 0 1 1 0 0 0
into a overt attack against gays in general	0 0 1 1 1 1 0 1
still selester says his forces are making	1 1 0 1 1 1 0
tend to be women and also that men are more likely than women to interrupt their classmates or teachers	1 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 1 0 1
chau fong wong	1 0 1
allan sager of the boston university school of public health says under the new law hospitals rely on increased state funds to balance their books when they should be reducing expenditures and increasing efficiency	1 1 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 0 1 1
to curry the favor of voters who support fetal rights	0 1 0 1 0 1 0 0 1 0
are working on an educational campaign about the dangers of ice	0 1 0 0 1 1 1 0 1 0 1
lawyers for the state claim the bank lumps its overseas and domestic incomes together when it files federal tax returns but separates the two incomes for massachusetts tax filings	1 0 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 1 1 1 0 1 0 0 1 0 1 0 0
another possible choice is herbert wilkins a governor sargent appointee and next to hennessy the court most senior member	1 0 1 0 1 1 0 1 1 1 0 1 0 1 0 1 0 1 1
who are competing for turf and for profits from illicit drug deals	0 0 1 0 1 0 0 1 0 1 1 0
because many thought nanny work akin to slavery	0 1 0 0 0 1 0 1
but some observers who say president reagan hands off style	0 1 1 1 0 1 1 1 1 0
as associateaj supreme court justice in nineteen <UNK> that year thomas maffy now president of the massachusetts bar association was hennessy law clerk	0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 0 1 1 0 0 1 1 0
the wristband can be removed only by breaking its clasp and if that done the inmate is immediately returned to jail	0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 1 0 1 1 0 1
admirers give hennessy much of the credit	1 1 1 1 0 0 1
but by the time the drug shows up in boston plow hopes the <UNK> on the street will be that playing with ice is in fact playing with	0 1 0 1 0 1 0 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 1 0 0 1 0
doctor norman rosenblatt dean of the college of criminal justice at northeastern university agrees	1 1 1 1 0 0 1 0 1 1 0 1 1 1
he says the money would be better spent on increased security equipment for new jails	0 1 0 1 0 0 1 0 0 1 1 0 0 1 1
for wbur im margo melnicove	0 1 1 1 1
the prison sentence for a second time offender has now doubled	0 1 1 0 0 1 0 0 0 1 1
that means paul leocos or ruth abrams the only woman on the court	1 0 1 1 0 0 1 0 0 1 0 0 1
what will <UNK> will be an industry very different from the one that now exists	1 0 1 0 0 0 1 1 1 0 0 1 0 1 1
when asked what contraceptives were used the last time they had sex nearly half said condoms another twenty five percent said none	0 1 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0 1 1 1 0 1
more than one hundred applications have been distributed in just two weeks	0 0 1 1 1 0 0 1 0 0 1 1
most county jail inmates did not commit violent crimes theyre in jail for such things as bad checks or stealing	0 1 0 1 0 0 0 1 0 1 0 1 0 0 1 0 1 1 0 1
wbur margo melnicove reports	1 1 1 0
the trial is expected to last three to five weeks and is bound to be dramatic	0 1 0 0 0 1 1 0 0 1 0 0 1 0 0 1
